invoice_id,issue_date,customer_id,customer_name,item_description,qty,unit_price,total,status
INV-02517,2023-03-02,C-107,Cyberdyne,Licencia Software,17,5000.00,85000.00,Paid
INV-02518,2023/03/19,C-101,globex inc,Audit Service,5,2000.00,10000.00,Cancelled
INV-02519,2023-03-17,C-108,Massive Dynamic,Server Setup,2,1200.50,2401.00,Paid
INV-02520,2023-04-30,C-110,dharma initiative,Mantenimiento,17,100.00,1700.00,REFUNDED
INV-02521,2023/07/06,C-106,wayne ent,API Access,14,500.00,7000.00,Pending
INV-02522,26/08/2023,C-107,Cyberdyne,Server Setup,6,1200.50,7203.00,REFUNDED
INV-02523,2023-01-26,C-106,,Server Setup,12,1200.50,14406.00,Cancelled
INV-02524,2023-06-01,C-101,globex inc,Audit Service,1,2000.00,2000.00,Processing
INV-02525,15/12/2023,C-102,,Cloud Storage,4,20.00,80.00,Processing
INV-02526,19/06/2023,C-101,Globex Inc,Audit Service,4,2000.00,8000.00,Paid
INV-02527,2023-13-12,C-104,Umbrella Corp,Server Setup,12,1200.50,14406.00,Pending
INV-02528,2023-11-12,C-108,MASSIVE DYNAMIC,Licencia Software,3,5000.00,15000.00,Cancelled
INV-02529,2023-03-16,C-108,Massive Dynamic,Consultoria Data,20,1500.00,30000.00,Processing
INV-02530,2023-08-25,C-107,Cyberdyne,Audit Service,18,2000.00,36000.00,Cancelled
INV-02531,2023-02-13,C-107,Cyberdyne,Front-end dev,20,50.00,1000.00,Processing
INV-02532,2023-09-02,C-103,Initech,Server Setup,15,1200.50,18007.50,Processing
INV-02533,2023-03-25,C-103,Initech,Licencia Software,17,5000.00,85000.00,REFUNDED
INV-02534,2023-12-05,C-100,Acme Corp,Consultoria Data,13,1500.00,19500.00,REFUNDED
INV-02535,2023-12-28,C-108,Massive Dynamic,Front-end dev,8,50.00,400.00,Cancelled
INV-02536,2023-08-22,C-106,Wayne Ent,Front-end dev,18,50.00,900.00,Paid
INV-02537,2023-07-06,C-103,Initech,Front-end dev,8,$ 50.00,400.00,Paid
INV-02538,2023-07-22,C-105,Stark Ind,Cloud Storage,3,20.00,60.00,Processing
INV-02539,2023-03-06,C-108,Massive Dynamic,Server Setup,17,1200.50,20408.50,Cancelled
INV-02540,2023-09-01,C-107,Cyberdyne,Server Setup,19,1200.50,22809.50,Paid
INV-02541,2023-09-29,C-100,Acme Corp,Server Setup,7,1200.50,8403.50,REFUNDED
INV-02542,2023-08-18,C-110,Dharma Initiative,Audit Service,17,2000.00,34000.00,Processing
INV-02543,2023-04-15,C-110,DHARMA INITIATIVE,Licencia Software,8,5000.00,40000.00,Processing
INV-02544,2023-10-04,C-101,Globex Inc,Mantenimiento,3,100.00,300.00,Paid
INV-02545,2023-12-16,C-103,Initech,Audit Service,14,2000.00,28000.00,Paid
INV-02546,15/10/2023,C-108,massive dynamic,Consultoria Data,15,1500.00,22500.00,REFUNDED
INV-02547,2023-10-25,C-110,Dharma Initiative,Audit Service,6,2000.00,12000.00,Processing
INV-02548,2023-03-19,C-108,Massive Dynamic,Server Setup,2,1200.50,2401.00,Pending
INV-02549,2023-07-10,C-102,soylent corp,Audit Service,20,2000.00,40000.00,Cancelled
INV-02550,2023-04-05,C-103,Initech,Front-end dev,4,50.00,200.00,Cancelled
INV-02551,2023-03-19,C-105,Stark Ind,Server Setup,10,$ 1200.50,12005.00,Processing
INV-02552,28/02/2023,C-107,Cyberdyne,Audit Service,11,$ 2000.00,22000.00,Pending
INV-02553,2023-10-31,C-102,soylent corp,API Access,10,500.00,5000.00,Processing
INV-02554,19/01/2023,C-109,Hooli,API Access,17,500.00,8500.00,Cancelled
INV-02555,18/07/2023,C-103,INITECH,Cloud Storage,9,20.00,180.00,REFUNDED
INV-02556,2023-06-11,C-107,Cyberdyne,Licencia Software,1,5000.00,5000.00,Pending
INV-02557,2023-10-29,C-100,Acme Corp,Server Setup,8,1200.50,9604.00,REFUNDED
INV-02558,23/09/2023,C-109,Hooli,Cloud Storage,4,20.00,80.00,Cancelled
INV-02559,2023-03-14,C-110,Dharma Initiative,API Access,5,USD 500.00,2500.00,Processing
INV-02560,2023/05/10,C-108,Massive Dynamic,Consultoria Data,2,1500.00,3000.00,Pending
INV-02561,2023-13-25,C-104,Umbrella Corp,Audit Service,12,2000.00,24000.00,Processing
INV-02562,2023-02-16,C-108,Massive Dynamic,API Access,3,500.00,1500.00,Cancelled
INV-02563,2023-10-27,C-103,Initech,Cloud Storage,12,20.00,240.00,Paid
INV-02138,31/12/2023,C-108,massive dynamic,Audit Service,14,2000.00,28000.00,Pending
INV-02565,2023-06-05,C-106,Wayne Ent,Audit Service,1,2000.00,2000.00,Processing
INV-02566,2023-03-25,C-108,Massive Dynamic,Server Setup,5,1200.50,6001.50,REFUNDED
INV-02567,2023/05/27,C-100,ACME CORP,API Access,10,500.00,5000.00,Processing
INV-02568,2023-13-28,C-108,Massive Dynamic,Consultoria Data,19,1500.00,28500.00,REFUNDED
INV-02569,2023-10-09,C-104,Umbrella Corp,API Access,9,500.00,4500.00,Cancelled
INV-02570,2023-01-27,C-104,Umbrella Corp,Mantenimiento,12,100.00,1199.00,Cancelled
INV-02571,2023-10-03,C-106,Wayne Ent,Audit Service,12,2000.00,24000.00,Cancelled
INV-02572,2023-09-03,C-100,Acme Corp,Mantenimiento,17,100.00,1700.00,Processing
INV-02573,2023-07-14,C-107,Cyberdyne,Front-end dev,18,50.00,900.00,REFUNDED
INV-02574,2023-13-20,C-110,Dharma Initiative,Server Setup,17,1200.50,20408.50,Processing
INV-02575,2023-08-23,C-102,Soylent Corp,Server Setup,8,1200.50,9604.00,Pending
INV-02576,2023-03-20,C-101,Globex Inc,Licencia Software,13,5000.00,65000.00,Paid
INV-02577,2023-03-07,C-107,Cyberdyne,Licencia Software,6,5000.00,30000.00,REFUNDED
INV-02578,2023-10-13,C-110,Dharma Initiative,Server Setup,13,1200.50,15606.50,Processing
INV-02579,2023-11-17,C-105,Stark Ind,API Access,2,500.00,1000.00,Cancelled
INV-02580,2023-05-04,C-107,Cyberdyne,API Access,10,500.00,5000.00,REFUNDED
INV-02581,2023/09/22,C-104,Umbrella Corp,Front-end dev,6,50.00,300.00,Pending
INV-02582,2023/03/31,C-110,Dharma Initiative,Consultoria Data,8,1500.00,12000.00,Paid
INV-02583,2023/01/29,C-110,Dharma Initiative,Cloud Storage,8,20.00,160.00,Processing
INV-02584,24/10/2023,C-108,Massive Dynamic,Cloud Storage,8,20.00,160.00,REFUNDED
INV-02585,2023-03-08,C-104,Umbrella Corp,Cloud Storage,19,20.00,380.00,REFUNDED
INV-02586,2023-08-12,C-106,Wayne Ent,Licencia Software,4,5000.00,20000.00,Cancelled
INV-02587,2023-06-20,C-103,Initech,Consultoria Data,16,$ 1500.00,24000.00,REFUNDED
INV-02588,2023-09-23,C-105,Stark Ind,Mantenimiento,10,100.00,1000.00,REFUNDED
INV-02589,07/01/2023,C-104,Umbrella Corp,Server Setup,19,$ 1200.50,22809.50,Processing
INV-02590,2023-02-20,C-101,,Cloud Storage,18,20.00,360.00,Paid
INV-02591,2023-03-25,C-103,initech,Server Setup,7,1200.50,8403.50,REFUNDED
INV-02592,2023-06-11,C-104,umbrella corp,Mantenimiento,13,100.00,1300.00,Pending
INV-02593,2023-01-15,C-101,Globex Inc,Cloud Storage,5,20.00,100.00,Cancelled
INV-02594,2023-01-20,C-108,Massive Dynamic,Front-end dev,1,USD 50.00,50.00,REFUNDED
INV-02595,2023-12-08,C-108,Massive Dynamic,Server Setup,20,1200.50,24010.00,Processing
INV-02596,01/12/2023,C-103,Initech,Server Setup,17,$ 1200.50,20408.50,Paid
INV-02597,2023-07-26,C-107,Cyberdyne,Front-end dev,16,USD 50.00,800.00,Paid
INV-02598,2023-10-04,C-109,Hooli,Licencia Software,6,5000.00,30000.00,Pending
INV-02599,2023-13-21,C-105,Stark Ind,Server Setup,9,$ 1200.50,10804.50,Processing
INV-02600,10/01/2023,C-105,Stark Ind,Mantenimiento,2,100.00,200.00,REFUNDED
INV-02601,2023-07-15,C-105,Stark Ind,Licencia Software,16,5000.00,80000.00,Pending
INV-02602,2023-01-11,C-105,Stark Ind,Server Setup,6,1200.50,7203.00,Paid
INV-02603,2023-09-28,C-110,DHARMA INITIATIVE,Cloud Storage,20,$ 20.00,400.00,Processing
INV-02604,2023-10-11,C-110,Dharma Initiative,Licencia Software,3,5000.00,15000.00,Pending
INV-02605,2023-01-22,C-106,Wayne Ent,Cloud Storage,13,20.00,260.00,REFUNDED
INV-02606,01/02/2023,C-100,Acme Corp,Licencia Software,4,5000.00,20000.00,REFUNDED
INV-02607,2023-10-20,C-103,Initech,Cloud Storage,5,20.00,100.00,Cancelled
INV-02608,22/01/2023,C-106,,Mantenimiento,15,100.00,1500.00,Pending
INV-02609,2023-06-22,C-108,Massive Dynamic,Consultoria Data,15,USD 1500.00,22500.00,Cancelled
INV-02610,04/03/2023,C-104,Umbrella Corp,Audit Service,17,2000.00,34000.00,Processing
INV-02611,2023/01/31,C-104,Umbrella Corp,Server Setup,16,1200.50,19208.00,Cancelled
INV-02612,2023-04-06,C-107,Cyberdyne,API Access,7,500.00,3500.00,Cancelled
INV-02613,2023-01-13,C-100,Acme Corp,Licencia Software,16,5000.00,80000.00,REFUNDED
INV-01463,2023-12-11,C-109,Hooli,Audit Service,11,2000.00,22000.00,Processing
INV-02615,14/02/2023,C-107,CYBERDYNE,Front-end dev,16,50.00,800.00,Paid
INV-02616,2023-10-06,C-108,,Cloud Storage,10,$ 20.00,200.00,Processing
INV-02617,2023/08/16,C-100,Acme Corp,Licencia Software,14,5000.00,70000.00,Paid
INV-02618,2023-03-24,C-102,Soylent Corp,Front-end dev,20,$ 50.00,1000.00,REFUNDED
INV-02619,2023-10-22,C-106,Wayne Ent,Front-end dev,7,50.00,350.00,Pending
INV-02620,2023-09-03,C-100,Acme Corp,API Access,19,500.00,9500.00,REFUNDED
INV-02621,2023-10-07,C-102,Soylent Corp,Consultoria Data,13,USD 1500.00,19500.00,Cancelled
INV-02622,2023-03-31,C-107,Cyberdyne,Consultoria Data,3,$ 1500.00,NULL,Pending
INV-02623,2023-12-01,C-101,Globex Inc,Licencia Software,9,5000.00,NULL,Pending
INV-02624,07/11/2023,C-105,Stark Ind,Cloud Storage,7,20.00,140.00,Paid
INV-02625,30/04/2023,C-101,Globex Inc,Consultoria Data,4,1500.00,6000.00,Cancelled
INV-02626,2023-09-27,C-110,Dharma Initiative,Cloud Storage,16,USD 20.00,320.00,Pending
INV-02627,06/01/2023,C-106,wayne ent,Consultoria Data,12,$ 1500.00,18000.00,Pending
INV-02628,2023-05-29,C-106,Wayne Ent,Server Setup,11,1200.50,13205.50,Paid
INV-02629,2023-06-13,C-101,Globex Inc,Audit Service,9,2000.00,18000.00,Paid
INV-02630,2023-12-28,C-110,Dharma Initiative,Licencia Software,19,5000.00,95000.00,Paid
INV-02631,2023-01-16,C-107,Cyberdyne,Mantenimiento,2,100.00,200.00,Paid
INV-02632,2023-05-25,C-105,Stark Ind,Cloud Storage,11,USD 20.00,220.00,Pending
INV-02633,23/06/2023,C-108,Massive Dynamic,Mantenimiento,1,100.00,100.00,Paid
INV-02634,2023-06-02,C-108,massive dynamic,Server Setup,11,1200.50,13205.50,REFUNDED
INV-02635,2023-06-22,C-108,Massive Dynamic,Front-end dev,4,50.00,200.00,Pending
INV-02636,2023-07-17,C-106,Wayne Ent,Server Setup,2,1200.50,2401.00,Cancelled
INV-02637,30/12/2023,C-107,Cyberdyne,API Access,12,500.00,6000.00,Processing
INV-02638,2023-05-01,C-107,,Server Setup,16,1200.50,19208.00,REFUNDED
INV-02639,2023/03/20,C-108,,Audit Service,5,2000.00,10000.00,Paid
INV-02640,2023-06-12,C-107,CYBERDYNE,Server Setup,20,1200.50,24010.00,Pending
INV-02641,2023/04/09,C-104,Umbrella Corp,API Access,3,$ 500.00,1500.00,Pending
INV-02642,2023-05-29,C-106,Wayne Ent,Consultoria Data,6,1500.00,9000.00,Cancelled
INV-02643,2023-04-01,C-106,Wayne Ent,Server Setup,11,1200.50,13205.50,Paid
INV-02644,2023-09-26,C-110,Dharma Initiative,Server Setup,10,1200.50,12005.00,Pending
INV-02645,2023-07-20,C-108,Massive Dynamic,Cloud Storage,5,20.00,100.00,Cancelled
INV-02646,2023-04-09,C-105,Stark Ind,Consultoria Data,4,1500.00,6000.00,Cancelled
,2023/12/11,C-110,Dharma Initiative,API Access,19,500.00,9499.00,REFUNDED
,2023-07-02,C-106,Wayne Ent,Mantenimiento,15,100.00,1500.00,Pending
INV-02649,2023-08-24,C-107,Cyberdyne,Cloud Storage,17,20.00,340.00,Cancelled
INV-02650,2023-04-17,C-101,Globex Inc,Server Setup,8,1200.50,9604.00,Cancelled
INV-02651,2023-06-30,C-108,Massive Dynamic,Audit Service,12,2000.00,24000.00,Processing
INV-02652,2023-01-18,C-100,Acme Corp,Consultoria Data,7,1500.00,10500.00,REFUNDED
INV-02653,2023-10-05,C-106,Wayne Ent,Cloud Storage,5,20.00,100.00,Cancelled
INV-02654,2023-02-20,C-104,,Mantenimiento,17,100.00,1700.00,Processing
INV-02655,2023/11/14,C-106,Wayne Ent,Front-end dev,6,50.00,300.00,REFUNDED
INV-02656,20/02/2023,C-103,Initech,Licencia Software,3,5000.00,15000.00,Pending
INV-02657,2023/11/30,C-110,Dharma Initiative,Audit Service,13,2000.00,26000.00,Pending
INV-02658,2023-11-21,C-109,HOOLI,Mantenimiento,14,100.00,1400.00,Processing
INV-02659,2023-08-19,C-109,Hooli,Licencia Software,4,USD 5000.00,20000.00,REFUNDED
INV-02660,2023-03-27,C-104,UMBRELLA CORP,Consultoria Data,15,1500.00,22500.00,Processing
INV-02661,2023-01-14,C-108,Massive Dynamic,Front-end dev,17,50.00,850.00,REFUNDED
INV-02662,2023-08-08,C-105,Stark Ind,Cloud Storage,14,20.00,280.00,Paid
,2023-06-15,C-103,Initech,API Access,19,500.00,9500.00,Paid
INV-02664,2023-05-28,C-105,Stark Ind,Cloud Storage,20,20.00,400.00,Processing
INV-02665,2023/12/16,C-110,,Licencia Software,19,5000.00,95000.00,Cancelled
INV-02666,2023-10-22,C-101,globex inc,Consultoria Data,2,USD 1500.00,3000.00,REFUNDED
INV-02667,2023-08-09,C-110,Dharma Initiative,API Access,13,500.00,6500.00,Cancelled
INV-02668,10/10/2023,C-105,Stark Ind,Server Setup,4,USD 1200.50,NULL,REFUNDED
INV-02669,2023-06-26,C-104,UMBRELLA CORP,Audit Service,17,$ 2000.00,34000.00,Pending
INV-02670,2023-12-13,C-106,Wayne Ent,API Access,13,500.00,6500.00,Cancelled
INV-02671,2023-01-26,C-110,,API Access,19,500.00,9500.00,Cancelled
INV-02672,2023-11-06,C-104,Umbrella Corp,Licencia Software,1,5000.00,5000.00,Cancelled
INV-02673,2023-10-06,C-105,Stark Ind,Front-end dev,17,$ 50.00,850.00,Paid
INV-02674,2023-12-17,C-107,Cyberdyne,Consultoria Data,1,$ 1500.00,1500.00,Pending
INV-02675,14/01/2023,C-101,Globex Inc,API Access,18,500.00,9000.00,Cancelled
INV-02676,2023-08-11,C-107,cyberdyne,Cloud Storage,14,20.00,280.00,Pending
INV-02677,2023-13-8,C-108,MASSIVE DYNAMIC,Licencia Software,8,5000.00,40000.00,Cancelled
INV-02678,2023-04-19,C-103,Initech,Mantenimiento,14,$ 100.00,1400.00,Pending
INV-02679,2023-13-8,C-107,CYBERDYNE,Front-end dev,3,50.00,150.00,REFUNDED
INV-02680,2023-13-19,C-100,Acme Corp,API Access,8,500.00,4000.00,Pending
INV-02681,2023-01-29,C-106,Wayne Ent,Consultoria Data,6,USD 1500.00,9000.00,Processing
INV-02682,21/02/2023,C-103,Initech,Cloud Storage,11,20.00,220.00,Processing
INV-02683,2023-06-20,C-107,cyberdyne,API Access,3,500.00,1500.00,REFUNDED
INV-02684,2023-01-26,C-110,dharma initiative,Consultoria Data,20,1500.00,NULL,Cancelled
INV-02685,2023-05-05,C-108,Massive Dynamic,API Access,5,500.00,2500.00,REFUNDED
INV-02686,2023-10-14,C-100,Acme Corp,Consultoria Data,1,1500.00,1500.00,Paid
INV-02687,2023-06-19,C-101,Globex Inc,API Access,13,500.00,6500.00,Paid
INV-02688,2023-08-03,C-108,massive dynamic,Mantenimiento,20,$ 100.00,2000.00,REFUNDED
INV-02689,17/06/2023,C-102,Soylent Corp,API Access,1,500.00,500.00,Paid
INV-02690,2023-07-01,C-107,cyberdyne,Consultoria Data,2,1500.00,3000.00,REFUNDED
INV-02691,2023-08-24,C-100,Acme Corp,Server Setup,7,1200.50,8403.50,Processing
INV-02692,2023-09-29,C-106,,Audit Service,8,USD 2000.00,16000.00,Pending
INV-02693,07/09/2023,C-105,Stark Ind,Licencia Software,2,5000.00,10000.00,Paid
INV-02694,2023-10-04,C-108,Massive Dynamic,API Access,18,500.00,9000.00,Processing
INV-02695,2023/01/17,C-107,Cyberdyne,API Access,13,500.00,6500.00,Processing
INV-02696,2023-06-23,C-108,,Front-end dev,19,50.00,950.00,Cancelled
INV-02697,2023-10-30,C-100,Acme Corp,API Access,11,$ 500.00,5500.00,Paid
INV-02698,2023-05-04,C-108,Massive Dynamic,Licencia Software,14,5000.00,70000.00,Cancelled
INV-02699,2023-08-15,C-109,Hooli,Mantenimiento,13,100.00,1300.00,Processing
INV-02700,2023-01-29,C-101,Globex Inc,API Access,12,500.00,5999.00,Cancelled
INV-02701,2023-09-26,C-102,Soylent Corp,Server Setup,14,1200.50,NULL,Processing
INV-02702,2023-07-31,C-110,Dharma Initiative,Mantenimiento,1,100.00,100.00,Processing
INV-02703,2023-05-16,C-101,Globex Inc,Server Setup,7,1200.50,NULL,Cancelled
INV-02704,2023-06-10,C-102,Soylent Corp,Consultoria Data,1,1500.00,1499.00,Processing
INV-02705,2023-04-01,C-101,Globex Inc,Server Setup,14,1200.50,16807.00,REFUNDED
INV-02706,2023-13-13,C-101,Globex Inc,API Access,18,500.00,9000.00,Paid
INV-02707,07/07/2023,C-107,Cyberdyne,Mantenimiento,17,100.00,1700.00,REFUNDED
INV-02708,2023/11/05,C-107,cyberdyne,Mantenimiento,11,100.00,1100.00,Pending
INV-02709,2023-01-14,C-105,Stark Ind,Server Setup,15,1200.50,18007.50,Cancelled
INV-02710,2023-05-28,C-108,massive dynamic,API Access,14,500.00,7000.00,Paid
INV-02711,2023-09-07,C-100,Acme Corp,Cloud Storage,17,20.00,340.00,REFUNDED
INV-02712,2023-03-24,C-101,Globex Inc,Consultoria Data,5,1500.00,7500.00,REFUNDED
INV-02713,2023-01-07,C-105,Stark Ind,Mantenimiento,17,100.00,1700.00,Paid
INV-02714,2023-10-17,C-103,initech,Server Setup,10,1200.50,12005.00,Paid
INV-02715,2023-10-03,C-103,Initech,Consultoria Data,8,1500.00,12000.00,Paid
INV-02716,2023-10-25,C-107,Cyberdyne,API Access,18,$ 500.00,9000.00,Paid
INV-02717,2023-01-16,C-104,Umbrella Corp,Licencia Software,18,5000.00,90000.00,Pending
INV-02718,2023-08-03,C-102,Soylent Corp,Mantenimiento,15,100.00,1500.00,REFUNDED
INV-02719,2023-06-16,C-100,Acme Corp,Mantenimiento,5,100.00,500.00,Cancelled
INV-02720,2023-04-27,C-109,Hooli,Licencia Software,4,5000.00,20000.00,REFUNDED
INV-02721,2023/07/12,C-103,initech,Audit Service,2,2000.00,4000.00,Processing
INV-02722,05/12/2023,C-100,Acme Corp,Audit Service,11,2000.00,22000.00,Paid
INV-02723,2023-08-27,C-103,Initech,Front-end dev,8,50.00,400.00,Pending
INV-02724,2023/07/23,C-100,Acme Corp,API Access,10,500.00,5000.00,Pending
INV-02725,2023-02-06,C-102,Soylent Corp,Consultoria Data,18,1500.00,27000.00,REFUNDED
INV-02726,2023-01-31,C-109,Hooli,Mantenimiento,20,100.00,2000.00,Processing
INV-02727,2023-13-15,C-107,Cyberdyne,API Access,19,500.00,9500.00,Cancelled
INV-02728,05/06/2023,C-100,Acme Corp,API Access,5,500.00,2500.00,REFUNDED
INV-02729,2023-11-15,C-108,Massive Dynamic,Server Setup,2,1200.50,2401.00,Cancelled
INV-02730,2023/10/16,C-108,Massive Dynamic,Licencia Software,14,5000.00,70000.00,REFUNDED
INV-02731,2023-09-26,C-105,Stark Ind,Consultoria Data,20,1500.00,30000.00,Paid
INV-02732,19/12/2023,C-105,Stark Ind,Front-end dev,6,50.00,300.00,Paid
INV-02733,2023-07-09,C-101,Globex Inc,Licencia Software,4,5000.00,20000.00,Processing
INV-02734,2023/12/16,C-106,Wayne Ent,Audit Service,17,$ 2000.00,34000.00,REFUNDED
INV-02735,2023-03-12,C-101,Globex Inc,Cloud Storage,8,20.00,160.00,REFUNDED
INV-02736,2023-01-29,C-100,Acme Corp,Licencia Software,14,5000.00,70000.00,Pending
INV-02737,2023-01-19,C-105,Stark Ind,Audit Service,5,2000.00,10000.00,REFUNDED
INV-02738,16/06/2023,C-102,Soylent Corp,Licencia Software,14,5000.00,70000.00,REFUNDED
INV-02739,28/11/2023,C-109,Hooli,Licencia Software,19,5000.00,94999.00,REFUNDED
INV-02740,2023-10-11,C-108,Massive Dynamic,API Access,14,500.00,7000.00,Paid
INV-02741,2023-07-21,C-105,Stark Ind,Mantenimiento,13,100.00,1300.00,Pending
INV-02742,2023-01-05,C-107,cyberdyne,Cloud Storage,13,20.00,260.00,Pending
INV-02743,2023-03-13,C-100,Acme Corp,API Access,4,500.00,2000.00,REFUNDED
INV-02744,2023-02-11,C-100,Acme Corp,API Access,6,500.00,3000.00,Processing
INV-02745,11/02/2023,C-109,Hooli,Cloud Storage,4,20.00,80.00,REFUNDED
INV-02746,2023-07-06,C-101,Globex Inc,API Access,12,500.00,6000.00,REFUNDED
INV-02747,11/01/2023,C-107,Cyberdyne,Cloud Storage,3,20.00,60.00,Pending
INV-02748,2023-08-01,C-109,Hooli,Server Setup,20,USD 1200.50,24010.00,Paid
INV-02749,2023-08-29,C-105,stark ind,Server Setup,9,1200.50,10804.50,Pending
INV-02750,2023-13-5,C-101,Globex Inc,Cloud Storage,7,20.00,140.00,REFUNDED
INV-02751,2023-04-21,C-100,ACME CORP,API Access,19,USD 500.00,9500.00,REFUNDED
INV-02752,2023-02-23,C-103,Initech,Cloud Storage,6,20.00,120.00,Pending
INV-02753,2023/09/06,C-109,Hooli,Cloud Storage,2,20.00,40.00,Cancelled
INV-02754,2023-09-17,C-101,Globex Inc,API Access,9,500.00,4500.00,Processing
INV-02755,2023-06-05,C-106,Wayne Ent,Mantenimiento,7,100.00,700.00,Pending
INV-02756,2023-10-21,C-102,Soylent Corp,Audit Service,13,2000.00,26000.00,Processing
INV-02757,2023-01-31,C-100,Acme Corp,Front-end dev,10,USD 50.00,500.00,Paid
INV-02758,2023-09-26,C-109,Hooli,API Access,4,500.00,NULL,Paid
INV-02759,2023-08-06,C-101,Globex Inc,Cloud Storage,3,$ 20.00,60.00,REFUNDED
INV-02760,2023/07/29,C-105,Stark Ind,API Access,11,500.00,5500.00,Processing
INV-02761,2023-06-26,C-100,Acme Corp,Licencia Software,11,5000.00,55000.00,Cancelled
INV-02762,2023-11-17,C-106,WAYNE ENT,Mantenimiento,7,USD 100.00,700.00,Processing
INV-02763,2023-05-11,C-110,Dharma Initiative,Mantenimiento,17,100.00,1699.00,Pending
INV-02764,2023-08-31,C-110,Dharma Initiative,Mantenimiento,11,$ 100.00,1100.00,REFUNDED
INV-02765,2023-10-21,C-108,Massive Dynamic,Consultoria Data,14,1500.00,21000.00,Pending
INV-02766,06/01/2023,C-103,Initech,Mantenimiento,8,100.00,800.00,Cancelled
INV-02767,2023-07-19,C-105,Stark Ind,Front-end dev,15,$ 50.00,750.00,Cancelled
INV-02768,2023-13-4,C-101,Globex Inc,API Access,1,500.00,500.00,Processing
INV-02769,2023-04-14,C-100,acme corp,Audit Service,3,$ 2000.00,6000.00,Pending
INV-02770,2023-06-18,C-108,Massive Dynamic,Audit Service,16,2000.00,32000.00,Processing
INV-02771,2023-09-26,C-102,Soylent Corp,Licencia Software,7,5000.00,35000.00,Cancelled
INV-02772,2023-13-4,C-104,Umbrella Corp,Server Setup,10,1200.50,12005.00,Pending
INV-02773,2023/03/21,C-103,Initech,Consultoria Data,1,1500.00,1500.00,Pending
INV-02774,15/03/2023,C-101,GLOBEX INC,Front-end dev,16,$ 50.00,800.00,REFUNDED
INV-02775,2023-10-20,C-102,Soylent Corp,API Access,20,500.00,10000.00,Cancelled
INV-02776,2023-02-23,C-105,Stark Ind,Licencia Software,13,5000.00,65000.00,Cancelled
INV-02777,2023-05-02,C-103,Initech,Server Setup,11,1200.50,13205.50,REFUNDED
INV-02778,2023/08/01,C-107,Cyberdyne,Licencia Software,15,5000.00,75000.00,Pending
INV-02779,2023/01/22,C-110,Dharma Initiative,Front-end dev,6,50.00,300.00,Processing
INV-02780,23/12/2023,C-100,Acme Corp,Audit Service,9,2000.00,18000.00,Cancelled
INV-02781,2023-03-22,C-101,Globex Inc,API Access,9,500.00,4500.00,Cancelled
INV-02782,2023-05-07,C-101,Globex Inc,Mantenimiento,12,100.00,1200.00,Pending
INV-02783,2023-05-12,C-106,Wayne Ent,Server Setup,16,1200.50,19208.00,Pending
INV-02784,2023-02-10,C-108,Massive Dynamic,Mantenimiento,12,$ 100.00,1200.00,REFUNDED
INV-02785,2023/02/04,C-104,Umbrella Corp,Server Setup,15,1200.50,18007.50,Pending
INV-02786,11/11/2023,C-109,Hooli,Server Setup,3,1200.50,3601.50,Pending
INV-02787,2023-03-01,C-105,Stark Ind,Cloud Storage,16,20.00,320.00,Pending
INV-02788,28/09/2023,C-105,Stark Ind,Server Setup,7,1200.50,8403.50,Pending
INV-02789,19/01/2023,C-108,Massive Dynamic,Cloud Storage,7,20.00,140.00,Processing
INV-02790,2023-12-17,C-101,Globex Inc,Cloud Storage,6,20.00,120.00,Cancelled
INV-02791,2023-06-27,C-108,Massive Dynamic,Mantenimiento,11,$ 100.00,1100.00,REFUNDED
INV-02792,2023-01-19,C-103,Initech,Cloud Storage,18,20.00,360.00,Cancelled
INV-02793,2023/02/11,C-103,Initech,Mantenimiento,3,100.00,300.00,Processing
INV-02794,2023-02-17,C-105,Stark Ind,Consultoria Data,9,1500.00,13500.00,REFUNDED
INV-02795,2023-02-20,C-106,Wayne Ent,Cloud Storage,15,20.00,300.00,REFUNDED
INV-02796,2023-07-20,C-104,umbrella corp,Audit Service,15,2000.00,30000.00,Cancelled
INV-02797,2023-09-30,C-110,Dharma Initiative,Licencia Software,5,5000.00,25000.00,Processing
INV-02798,24/08/2023,C-107,Cyberdyne,Server Setup,7,1200.50,8403.50,Processing
INV-02799,2023-12-23,C-108,Massive Dynamic,Front-end dev,11,50.00,550.00,Processing
INV-02431,2023-09-30,C-101,Globex Inc,Cloud Storage,11,20.00,220.00,Processing
INV-02801,2023-04-01,C-104,,Consultoria Data,1,1500.00,1500.00,Cancelled
INV-02802,19/03/2023,C-101,Globex Inc,Mantenimiento,13,100.00,1300.00,Processing
INV-02803,2023-03-15,C-109,hooli,Cloud Storage,11,20.00,220.00,Pending
INV-02804,2023/04/04,C-106,Wayne Ent,Consultoria Data,15,1500.00,22500.00,Processing
INV-02805,2023-11-04,C-106,Wayne Ent,API Access,17,500.00,8500.00,Pending
INV-02806,2023-07-25,C-104,Umbrella Corp,Consultoria Data,20,1500.00,30000.00,Paid
INV-02807,2023-04-23,C-100,acme corp,Cloud Storage,11,20.00,220.00,Cancelled
INV-02808,08/02/2023,C-107,Cyberdyne,Audit Service,19,2000.00,38000.00,Paid
INV-02809,2023-05-20,C-108,,Cloud Storage,14,20.00,280.00,Paid
INV-02810,2023-06-11,C-106,Wayne Ent,Consultoria Data,12,1500.00,17999.00,Processing
